STATE,COUNTY,MONTH,DAY,HOUR,MINUTE,VE_TOTAL,PERSONS,PEDS,NHS,ROAD_FNC,ROUTE,SP_JUR,HARM_EV,MAN_COLL,REL_JUNC,REL_ROAD,TRAF_FLO,NO_LANES,SP_LIMIT,ALIGNMNT,PROFILE,PAVE_TYP,SUR_COND,TRA_CONT,T_CONT_F,HIT_RUN,LGT_COND,WEATHER1,WEATHER2,C_M_ZONE,NOT_HOUR,NOT_MIN,ARR_HOUR,ARR_MIN,HOSP_HR,HOSP_MN,SCH_BUS,CF1,CF2,CF3,FATALS,DAY_WEEK,DRUNK_DR,ST_CASE,CITY,MILEPT,YEAR,TWAY_ID,TWAY_ID2,RAIL,LATITUDE,LONGITUD,VE_FORMS,WEATHER
4,13,6,16,4,38,2,5,0,1,1,1,0,12,7,1,1,2,2,75,1,1,2,1,0,0,1,2,1,0,0,4,39,5,6,99,99,0,0,0,0,1,7,0,40267,0,823,2007,I-10,1E+20,0,33320035,113081588,2,1
4,3,6,15,1,13,1,1,0,0,13,6,0,30,0,1,4,2,2,50,2,2,2,1,0,0,0,3,1,0,0,1,13,1,25,0,0,0,0,0,0,1,6,1,40268,431,0,2007,BUFFALO SOLDIER TRL,1E+20,0,31315872,110174507,1,1
4,25,6,4,16,12,1,4,0,0,4,9,0,1,0,1,6,1,9,99,2,2,9,5,0,0,0,1,1,0,0,16,34,17,27,99,99,0,0,0,0,1,2,1,40269,0,0,2007,WILLIAMSON VALLEY RD,1E+20,0,35055735,112521951,1,1
4,13,2,15,10,5,2,2,0,0,14,6,0,12,5,2,1,5,6,40,1,1,2,1,2,3,0,1,1,0,0,10,5,99,99,99,99,0,0,0,0,1,5,0,40270,370,0,2007,43RD AVE,UNION HILLS DR,0,33391669,112090687,2,1
4,13,3,6,22,3,2,3,0,0,15,6,0,12,1,1,1,5,2,45,1,1,2,1,0,0,0,2,1,0,0,22,3,99,99,23,14,0,0,0,0,1,3,1,40271,0,0,2007,MILLER RD,1E+20,0,33254826,112352716,2,1
4,13,3,16,11,16,2,2,0,0,15,6,0,12,4,2,1,3,3,35,1,1,2,1,2,3,0,1,1,0,0,11,16,11,24,12,5,0,0,0,0,1,6,0,40272,475,0,2007,R H JOHNSON BLVD,128TH AVE,0,33385888,112201496,2,1
4,13,5,5,19,40,3,5,1,0,16,6,0,33,0,1,4,1,2,25,2,1,2,1,0,0,0,5,1,0,0,19,41,19,45,99,99,0,0,0,0,1,7,2,40273,370,0,2007,BILTMORE DR,1E+20,0,33351792,112070294,2,1
4,13,5,13,9,35,1,1,0,0,4,9,0,1,0,1,2,1,2,45,2,1,2,1,0,0,0,1,1,0,0,9,35,99,99,0,0,0,0,0,0,1,1,0,40274,0,0,2007,MARICOPA RD,1E+20,0,33001525,112250946,1,1
4,7,5,21,20,18,2,4,0,0,3,2,9,12,4,1,1,1,2,65,1,1,2,1,0,0,0,2,1,0,0,20,18,20,20,99,99,0,0,0,0,1,2,0,40275,0,2648,2007,US-70,1E+20,0,33194306,110334593,2,1
4,13,5,24,9,41,2,3,0,0,14,6,0,12,5,2,1,5,4,45,1,1,2,1,2,3,0,1,1,0,0,9,43,9,46,0,0,0,0,0,0,1,5,0,40276,290,0,2007,VAL VISTA DR,ADOBE,0,33254804,111451301,2,1
4,13,6,17,6,23,1,1,0,1,12,3,0,1,0,1,3,3,3,65,2,2,2,1,0,0,0,1,1,0,0,6,24,6,32,0,0,0,0,0,0,1,1,0,40277,420,422,2007,SR-101,1E+20,0,33335915,111532563,1,1
4,25,6,17,8,46,1,1,0,0,4,3,0,1,0,1,4,2,2,45,2,2,2,1,0,0,0,1,1,0,0,8,48,9,5,99,99,0,0,0,0,1,1,0,40278,0,2729,2007,SR-89,1E+20,0,34121259,112471605,1,1
4,13,6,18,5,26,3,5,0,0,15,6,0,12,5,2,1,9,9,45,1,1,2,1,3,3,0,1,1,0,0,99,99,99,99,99,99,0,0,0,0,1,2,0,40279,190,0,2007,ELLIOT RD,GREENFIELD RD,0,33210088,111441830,3,1
4,21,6,19,10,46,2,4,0,0,3,2,0,12,2,1,1,1,2,50,2,2,2,1,0,0,0,1,1,0,0,10,56,10,59,99,99,0,0,0,0,1,3,0,40280,0,2284,2007,US-60,1E+20,0,33181527,111050181,2,1
4,15,6,19,12,27,1,2,0,1,1,1,0,24,0,15,2,2,2,75,1,1,2,1,0,0,0,1,1,0,0,12,27,12,50,99,99,0,0,0,0,1,3,0,40281,0,287,2007,I-40,1E+20,0,34545338,114090804,1,1
4,13,6,20,15,2,2,3,0,0,14,6,0,12,5,2,1,3,3,45,1,1,2,1,3,3,0,1,1,0,0,15,2,15,4,99,99,0,0,0,0,2,4,0,40282,290,0,2007,BRAODWAY RD,63RD ST,0,33243042,111414213,2,1
4,25,6,21,11,56,5,6,0,0,4,3,0,12,2,1,1,1,4,35,2,2,2,7,40,3,0,1,1,0,1,11,56,12,10,99,99,0,0,0,0,1,5,0,40283,0,3049,2007,SR-89,1E+20,0,34282518,112304449,5,1
4,21,6,21,19,30,1,1,0,0,3,3,3,44,0,1,1,1,2,55,1,1,2,1,0,0,0,1,1,0,0,19,41,19,52,99,99,0,0,0,0,1,5,0,40284,0,2228,2007,SR-587,1E+20,0,33084157,111502757,1,1
4,15,6,22,10,23,1,1,0,0,15,6,0,33,0,1,2,5,2,35,2,2,2,1,40,3,0,1,1,0,0,10,23,10,33,99,99,0,0,0,0,1,6,1,40285,268,0,2007,MCCULLOCH BLVD,DOLPHIN DR,0,34293913,114172901,1,1
4,25,6,22,11,32,3,6,0,1,2,2,0,12,2,1,2,1,2,65,1,1,2,1,0,0,0,1,1,0,0,11,32,11,45,99,99,0,0,0,0,2,6,1,40286,0,1886,2007,US-93,1E+20,0,34041370,112522766,3,1
4,21,6,23,21,58,1,3,0,1,1,1,0,1,0,1,3,2,2,75,1,1,2,1,0,0,0,2,1,0,0,22,0,22,10,99,99,0,0,0,0,2,7,0,40287,0,1704,2007,I-8,1E+20,0,32494169,111484077,1,1
4,21,6,25,4,6,1,1,0,1,1,1,0,1,0,1,4,2,2,75,1,1,2,1,0,0,0,4,1,0,0,4,49,4,49,0,0,0,0,0,0,1,2,0,40288,0,1645,2007,I-8,1E+20,0,32494164,111544123,1,1
4,13,6,25,9,10,1,2,1,0,16,6,0,8,0,3,1,1,2,25,1,1,2,1,20,3,0,1,1,0,0,9,10,9,12,9,43,0,0,0,0,1,2,0,40289,475,0,2007,OAKMONT DR,107TH AVE,0,33360453,112172305,1,1
4,25,6,26,16,8,2,5,0,1,1,1,0,12,2,1,1,2,2,75,1,1,2,1,0,0,0,1,1,0,0,16,8,16,43,99,99,0,0,0,0,2,3,1,40290,0,1012,2007,I-40,1E+20,0,35135826,113125418,2,1
4,5,7,10,18,45,2,3,0,0,14,6,0,12,4,2,1,5,4,35,1,1,2,1,3,3,0,1,1,0,0,99,99,99,99,99,99,0,0,0,0,1,3,0,40291,170,0,2007,BUTLER AVE,I-40 RAMP,0,35113075,111371199,2,1
4,13,5,9,20,2,3,4,0,0,14,6,0,12,4,3,1,5,4,45,1,1,2,1,0,0,0,3,1,0,0,20,2,20,6,99,99,0,0,0,0,1,4,0,40292,290,0,2007,GUADALUP RD,EL DORADO,0,33215026,111530481,3,1
4,25,6,18,19,0,1,1,0,1,1,1,0,37,0,1,6,2,2,65,2,2,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,40293,0,2473,2007,I-17,1E+20,0,34072465,112084917,1,1
4,21,6,27,5,25,1,3,0,1,1,1,3,35,0,1,3,2,2,75,1,1,2,1,0,0,0,1,1,0,0,5,31,5,50,99,99,0,0,0,0,1,4,0,40294,0,1720,2007,I-10,1E+20,0,33100310,111524958,1,1
4,19,6,30,21,43,1,3,1,1,16,6,0,8,0,3,1,1,4,40,1,1,2,1,0,0,0,2,1,0,0,99,99,99,99,99,99,0,0,0,0,1,7,1,40295,530,0,2007,1ST AVE,CALLE ARIZONA,0,32165358,110573997,1,1
4,13,7,1,9,18,1,1,0,0,14,6,0,31,0,1,4,1,2,40,2,1,2,1,0,0,0,1,1,0,0,9,18,9,20,9,52,0,0,0,0,1,1,1,40296,290,0,2007,BROWN RD,1E+20,0,33261086,111483509,1,1
4,27,7,1,17,50,1,8,0,0,6,6,0,1,0,1,1,1,2,30,2,1,2,1,0,0,0,1,1,0,0,17,52,17,59,99,99,0,0,0,0,1,1,0,40297,440,0,2007,AVENUE C,1E+20,0,32364141,114400698,1,1
4,15,7,2,22,49,1,2,1,0,13,3,0,8,0,1,1,5,4,45,1,1,2,1,0,0,0,3,1,0,0,22,51,22,54,0,0,0,0,0,0,1,2,1,40298,59,2465,2007,SR-95,1E+20,0,35073161,114344295,1,1
4,15,7,4,9,10,1,5,0,1,2,2,0,32,0,1,6,1,2,65,1,1,2,1,0,0,0,1,1,0,0,9,10,9,50,99,99,0,0,0,0,1,4,0,40299,0,1211,2007,US-93,1E+20,0,34451778,113365646,1,1
4,13,7,6,5,11,2,2,0,1,11,1,0,12,1,15,1,3,5,65,1,1,2,1,0,0,0,4,1,0,0,5,11,5,30,99,99,0,0,0,0,1,6,0,40300,370,1350,2007,I-10,1E+20,0,33274483,112142654,2,1
4,13,7,6,18,50,1,1,0,1,1,1,0,41,0,1,3,2,2,75,1,1,2,1,0,0,0,1,6,0,0,18,50,19,9,0,0,0,0,0,0,1,6,1,40301,0,980,2007,I-10,1E+20,0,33284152,112510149,1,6
4,9,7,7,3,99,1,1,0,0,3,2,0,34,0,1,2,1,2,65,1,1,2,1,0,0,0,2,1,0,0,3,32,3,50,0,0,0,0,0,0,1,7,0,40302,0,1016,2007,US-191,1E+20,0,32332890,109404441,1,1
4,25,7,9,10,52,2,2,0,1,1,1,0,12,7,15,1,3,2,75,2,2,2,1,0,0,0,1,1,0,0,10,52,11,9,99,99,0,0,0,0,1,2,0,40303,0,2558,2007,I-17,1E+20,0,34142269,112065366,2,1
4,5,7,10,0,14,2,2,0,0,13,3,0,12,1,3,1,1,9,40,1,2,2,1,3,3,0,3,1,0,0,99,99,99,99,99,99,0,0,0,0,1,3,1,40304,170,1982,2007,SR-40B,Arrowhead Ave,0,35115946,111370727,2,1
4,13,7,11,19,19,2,2,0,0,13,6,0,12,4,8,1,9,9,40,1,1,2,1,0,0,0,1,1,0,0,99,99,99,99,99,99,0,0,0,0,1,4,0,40305,200,0,2007,59TH AVE,1E+20,0,33330832,112111020,2,1
4,25,7,14,19,33,1,1,0,0,16,6,0,17,0,1,6,1,2,35,2,2,2,1,0,0,0,5,1,0,0,19,44,20,6,99,99,0,0,0,0,1,7,0,40306,386,0,2007,LEE BLVD,1E+20,0,34323190,112243312,1,1
4,25,7,17,15,10,3,3,0,0,13,3,0,12,1,3,1,1,2,50,1,1,2,1,3,3,0,1,1,0,0,15,11,15,19,0,0,0,0,0,0,1,3,0,40307,386,3198,2007,SR-89,PERKINS DR,0,34382385,112255259,3,1
4,12,6,3,19,10,1,4,0,1,1,1,0,1,0,1,4,2,2,75,1,1,2,1,0,0,0,5,1,0,0,19,14,19,21,99,99,0,0,0,0,1,1,0,40308,0,239,2007,I-10,1E+20,0,33402989,114075780,1,1
4,21,6,10,3,25,2,2,0,1,1,1,3,1,0,1,3,2,2,75,1,1,2,1,0,0,0,2,1,0,0,3,25,3,34,99,99,0,0,0,0,1,1,1,40309,0,1829,2007,I-10,1E+20,0,33014592,111462691,2,1
4,13,6,15,15,23,1,2,0,0,4,6,0,1,0,1,1,1,2,35,2,2,2,1,0,0,0,1,1,0,0,99,99,99,99,99,99,0,0,0,0,1,6,0,40310,0,0,2007,BUSH HWY,1E+20,0,33335024,111323471,1,1
4,13,6,18,13,40,1,3,0,0,3,3,0,1,0,1,4,1,2,65,1,1,2,1,0,0,0,1,1,0,0,13,42,13,50,99,99,0,0,0,0,1,2,0,40311,0,194,2007,SR-85,1E+20,0,32413411,112510794,1,1
4,13,5,10,7,31,5,5,0,0,13,6,0,12,1,3,1,5,5,45,1,1,2,1,2,3,0,1,1,0,0,7,32,7,37,0,0,0,14,0,0,1,5,0,40312,370,0,2007,VAN BUREN ST,43RD AVE,0,33270488,112090690,5,1
4,13,5,13,1,26,1,1,0,0,15,6,0,33,0,1,2,3,2,35,2,1,2,1,0,0,0,3,1,0,0,1,28,1,34,99,99,0,0,0,0,1,1,1,40313,370,0,2007,METRO PKWY EAST,1E+20,0,33344667,112071015,1,1
4,13,5,13,21,4,2,3,0,0,13,6,0,12,1,3,1,5,5,45,1,1,2,1,20,3,1,3,1,0,0,21,8,21,12,99,99,0,0,0,0,1,1,2,40314,370,0,2007,VAN BUREN ST,45TH AVE,0,33270473,112092148,2,1
4,13,5,18,2,45,1,1,0,0,14,6,0,30,0,1,4,5,5,40,1,1,2,1,0,0,0,3,1,0,0,2,45,2,51,99,99,0,0,0,0,1,6,1,40315,370,0,2007,59TH AVE,1E+20,0,33284513,112111082,1,1
4,13,5,23,13,99,2,3,0,0,13,6,0,12,4,2,1,5,5,35,1,1,2,1,20,3,0,1,1,0,0,13,55,13,59,99,99,0,0,0,0,1,4,0,40316,370,0,2007,7TH ST,CORONADO RD,0,33280327,112035437,2,1
4,13,5,24,21,25,1,2,1,0,13,6,0,8,0,2,1,3,3,40,1,1,2,1,20,3,0,3,1,0,0,21,25,21,30,99,99,0,0,0,0,1,5,0,40317,370,0,2007,7TH ST,PIMA ST,0,33255948,112035396,1,1
4,17,1,27,7,14,2,8,0,1,2,2,3,12,5,2,1,5,4,45,1,1,2,1,3,3,0,1,1,0,0,99,99,99,99,99,99,0,0,0,0,3,7,1,40318,0,3936,2007,US-160,US-163,0,36422786,110145018,2,1
4,13,3,27,5,14,1,1,0,0,15,6,0,18,0,1,2,5,2,45,1,1,2,1,0,0,0,3,1,0,0,99,99,99,99,0,0,0,0,0,0,1,3,0,40319,0,0,2007,RIGGS RD,1E+20,0,33130977,111415504,1,1
4,13,3,31,8,14,2,2,0,0,14,6,0,12,5,8,1,9,9,45,1,1,2,1,0,0,0,1,1,0,0,99,99,99,99,99,99,0,0,0,0,1,7,0,40320,290,0,2007,HIGLEY RD,1E+20,0,33270495,111430764,2,1
4,13,4,1,4,5,1,2,1,0,13,6,0,8,0,1,1,3,3,40,1,1,2,1,0,0,0,3,1,0,0,4,5,4,10,99,99,0,0,0,0,1,1,1,40321,370,0,2007,BELL RD,1E+20,0,33382485,112034844,1,1
4,13,4,6,0,6,1,1,0,0,13,6,0,33,0,3,3,3,3,40,1,2,2,1,0,0,0,3,1,0,0,0,7,0,17,99,99,0,0,0,0,1,6,1,40322,370,0,2007,51ST AVE,BEVERLY RD,0,33222670,112100877,1,1
4,13,4,7,14,8,2,7,0,0,14,6,0,12,2,1,1,5,4,40,1,1,2,1,0,0,0,1,1,0,0,14,8,14,12,99,99,0,0,0,0,1,7,0,40323,370,0,2007,91ST AVE,1E+20,0,33280431,112151881,2,1
4,13,4,15,19,27,1,2,1,0,6,6,3,8,0,1,1,1,2,55,1,1,2,1,0,0,0,2,1,0,0,19,29,19,44,0,0,0,0,0,0,1,1,1,40324,266,0,2007,75TH AVE,1E+20,0,33204265,112131368,1,1
4,21,4,18,4,31,2,2,0,0,6,6,3,12,2,1,1,9,9,55,1,9,2,9,0,0,0,2,1,0,0,4,31,5,9,99,99,0,0,0,0,1,4,1,40325,0,0,2007,GILBERT RD,1E+20,0,33121058,111472107,2,1
4,13,4,30,2,23,1,1,0,0,14,6,0,29,0,1,4,1,2,25,1,1,2,1,0,0,0,3,1,0,0,2,23,2,30,0,0,0,0,0,0,1,2,1,40327,370,0,2007,MOHAVE ST,1E+20,0,33255285,112034336,1,1
4,1,1,4,15,21,1,2,0,1,1,1,3,1,0,1,3,2,2,75,1,1,2,1,0,0,0,1,1,0,0,15,21,15,42,0,0,0,0,0,0,2,5,0,40328,0,3198,2007,I-40,1E+20,0,35055654,109384143,1,1
4,13,1,13,4,46,1,1,0,1,11,1,0,1,0,15,8,3,5,65,1,1,2,1,0,0,0,3,1,0,0,4,50,4,56,0,0,0,0,0,0,1,7,0,40329,370,1406,2007,I-10,1E+20,0,33274380,112091013,1,1
4,13,2,8,4,30,4,5,0,1,11,1,0,12,1,1,1,2,2,65,1,1,2,1,0,0,0,3,1,0,0,4,31,4,41,5,9,0,0,0,0,1,5,0,40330,220,1285,2007,I-10,1E+20,0,33272808,112214118,4,1
4,13,2,16,23,8,1,1,0,0,14,6,0,33,0,1,2,1,2,40,1,1,2,1,0,0,0,3,1,0,0,23,8,23,19,23,43,0,0,0,0,1,6,1,40331,368,0,2007,75TH AVE,1E+20,0,33353087,112131284,1,1
4,1,2,28,18,55,1,5,0,0,4,8,3,1,0,1,6,1,4,55,1,1,2,4,0,0,0,3,4,0,0,18,55,19,0,99,99,0,0,0,0,1,4,0,40332,0,0,2007,INDIAN ROUTE 12,1E+20,0,35400643,109032995,1,4
4,1,4,14,22,37,2,3,0,0,4,8,3,12,2,1,1,1,2,55,9,1,2,1,0,0,0,2,1,0,0,22,37,99,99,99,99,0,3,0,0,1,7,0,40333,0,0,2007,INDIAN ROUTE 15,1E+20,0,35443817,109381718,2,1
4,13,4,21,6,46,1,1,0,1,11,1,0,1,0,15,3,3,5,65,1,1,2,1,0,0,0,4,1,0,0,6,46,6,56,99,99,0,0,0,0,1,7,0,40334,370,1388,2007,I-10,1E+20,0,33274584,112110339,1,1
4,13,6,22,15,44,1,2,1,0,16,6,0,8,0,8,1,3,2,35,2,1,2,1,0,0,0,1,1,0,0,99,99,99,99,0,0,0,0,0,0,1,6,0,40335,370,0,2007,SKY HARBOR CIRCLE NO,1E+20,0,33262845,112023002,1,1
4,13,6,24,1,25,1,1,0,1,11,7,0,38,0,1,4,1,2,50,2,1,2,1,0,0,0,2,1,0,0,1,28,1,38,0,0,0,0,0,0,1,1,1,40336,370,99999,2007,I-17 FRONTAGE RD,1E+20,0,33430637,112070505,1,1
4,21,6,30,17,11,2,5,0,0,5,3,3,12,2,1,4,1,2,55,1,1,2,1,0,0,0,1,1,0,0,17,17,17,25,99,99,0,0,0,0,1,7,2,40337,0,1868,2007,SR-187,1E+20,0,33002264,111450359,2,1
4,19,7,5,7,41,1,2,1,1,13,3,0,15,0,3,1,3,3,40,1,1,2,1,2,3,0,1,1,0,0,99,99,99,99,99,99,0,0,0,0,1,5,0,40338,530,711,2007,SR-77,LIMBERLOST DR,0,32165811,110584176,1,1
4,13,7,9,1,3,1,6,0,1,1,1,0,1,0,1,4,2,2,75,1,1,2,1,0,0,0,2,1,0,0,1,9,1,38,99,99,0,0,0,0,2,2,0,40339,0,825,2007,I-10,1E+20,0,33315774,113080420,1,1
4,19,7,13,20,30,2,7,0,0,16,6,0,12,4,2,1,1,2,35,1,1,2,1,0,0,0,2,1,0,0,99,99,99,99,0,0,0,0,0,0,1,6,1,40340,530,0,2007,CORONA RD,PALO VERDE RD,0,32072323,110550313,2,1
4,19,7,17,19,3,2,4,0,0,14,6,0,12,5,2,1,1,2,35,1,1,2,1,0,0,0,1,1,0,0,99,99,99,99,99,99,0,0,0,0,1,3,0,40341,0,0,2007,36TH ST,PALO VERDE RD,0,32112330,110545522,2,1
4,19,7,19,19,32,2,2,0,0,14,6,0,12,4,2,1,1,4,40,1,1,2,1,3,3,0,3,7,0,0,99,99,19,36,99,99,0,0,0,0,1,5,0,40342,530,0,2007,PRINCE RD,FLOWING WELLS R,0,32161967,110594210,2,7
4,13,7,19,23,38,2,3,0,0,13,6,0,12,5,2,1,9,9,40,1,1,2,1,20,3,1,3,1,0,0,99,99,99,99,99,99,0,0,0,0,1,5,2,40343,200,0,2007,CAMELBACK RD,57TH AVE,0,33303398,112105482,2,1
4,13,3,31,17,10,2,7,0,0,6,6,0,12,1,3,1,1,2,45,1,1,2,1,0,0,0,1,1,0,0,17,12,17,24,99,99,0,0,0,0,1,7,0,40344,486,0,2007,163RD AVE,JOMAX RD,0,33432864,112251476,2,1
4,12,6,2,15,27,1,1,0,1,1,1,0,24,0,1,3,2,2,75,1,1,2,9,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,1,7,0,40345,387,163,2007,I-10,1E+20,0,33392450,114153820,1,9
4,27,7,28,1,55,1,2,1,1,11,7,0,8,0,1,1,1,2,45,1,1,2,1,0,0,2,2,1,0,0,2,8,2,11,0,0,0,0,0,0,1,7,1,40346,0,0,2007,I-8 FRONTAGE RD,1E+20,0,32401296,114272736,1,1
4,21,7,7,2,32,1,4,0,1,1,1,0,1,0,1,3,2,2,75,1,1,2,1,0,0,0,2,1,0,0,2,32,2,40,99,99,0,0,0,0,1,7,0,40347,0,2285,2007,I-10,1E+20,0,32325176,111180557,1,1
4,25,7,10,8,40,2,11,0,1,1,1,0,12,7,1,1,3,2,75,2,2,2,1,40,3,0,1,1,0,0,8,40,8,53,99,99,0,0,0,0,1,3,0,40348,0,3008,2007,I-17,1E+20,0,34424549,111434674,2,1
4,3,7,20,19,26,2,2,0,0,14,3,0,12,5,8,1,5,4,55,1,1,2,2,0,0,0,2,2,0,0,19,29,19,41,99,99,0,0,0,0,1,6,0,40349,0,3261,2007,SR-92,1E+20,0,31290100,110152701,2,2
4,21,7,25,11,17,1,2,0,1,1,1,0,1,0,1,3,2,2,75,1,1,2,1,0,0,0,1,1,0,0,11,20,11,45,99,99,0,0,0,0,1,4,1,40350,0,1719,2007,I-10,1E+20,0,33094546,111523454,1,1
4,25,6,22,8,50,2,2,0,0,5,4,0,12,2,1,1,1,2,65,2,1,2,1,0,0,0,1,1,0,0,8,50,8,50,99,99,0,0,0,0,1,6,0,40351,0,0,2007,FAIN RD,1E+20,0,34360235,112151815,2,1
4,25,7,29,0,59,2,2,0,0,2,3,0,1,0,19,1,1,2,55,2,1,2,1,0,0,0,3,1,0,0,1,2,1,8,0,0,0,14,0,0,1,1,1,40352,0,99999,2007,SR-69,1E+20,0,34193724,112071117,2,1
4,13,8,1,14,56,1,3,0,1,12,3,0,1,0,15,4,3,4,65,1,1,2,1,0,0,0,1,1,0,0,14,59,15,10,99,99,0,0,0,0,1,4,0,40353,80,451,2007,SR-202,1E+20,0,33165859,111475636,1,1
4,9,8,3,15,8,2,2,0,0,6,9,0,12,5,1,1,1,2,25,1,1,2,1,0,0,0,1,1,0,0,15,8,15,12,99,99,0,0,0,0,1,6,0,40354,500,0,2007,HOOPES AVE,1E+20,0,32482194,109454611,2,1
4,1,2,12,22,9,1,2,0,0,6,8,3,1,0,1,6,1,2,99,2,1,2,5,0,0,0,2,1,0,0,99,99,99,99,99,99,0,3,0,0,1,2,1,40355,0,0,2007,UNNAMED ST,1E+20,0,35140130,109205048,1,1
4,1,2,13,17,36,1,2,0,0,4,2,3,1,0,1,6,1,2,50,2,1,2,2,0,0,0,5,1,0,0,99,99,99,99,99,99,0,0,0,0,1,3,1,40356,0,4253,2007,US-191,1E+20,0,35515045,109354284,1,1
4,13,2,24,19,52,1,2,1,0,14,6,0,8,0,1,1,9,9,40,1,1,2,1,0,0,0,2,1,0,0,99,99,99,99,99,99,0,0,0,0,1,7,1,40357,200,0,2007,BETHANY HOME RD,1E+20,0,33312653,112111400,1,1
4,12,6,28,10,99,1,2,0,1,1,1,0,1,0,1,3,2,2,75,1,2,2,1,0,0,0,1,1,0,0,10,43,10,55,99,99,0,0,0,0,2,5,0,40358,0,291,2007,I-10,1E+20,0,33400578,114022335,1,1
4,15,7,8,13,31,1,1,0,1,2,2,0,1,0,1,3,2,2,65,1,2,2,1,0,0,0,1,1,0,0,13,40,14,11,99,99,0,0,0,0,1,1,0,40359,0,1432,2007,US-93,1E+20,0,34303595,113245569,1,1
4,13,7,15,15,35,1,2,0,1,1,1,0,42,0,1,3,2,2,75,2,1,2,1,0,0,0,1,1,0,0,16,4,16,15,99,99,0,0,0,0,1,1,0,40360,0,1312,2007,I-8,1E+20,0,32531670,112283638,1,1
4,21,7,23,4,25,3,3,0,1,1,1,3,12,1,1,1,2,2,75,1,1,2,1,0,0,1,2,1,0,0,4,28,4,38,0,0,0,14,0,0,1,2,1,40361,0,1818,2007,I-10,1E+20,0,33024150,111470807,3,1
4,13,4,17,21,44,5,13,0,0,13,6,0,12,1,3,1,5,6,35,1,1,2,1,2,3,0,3,1,0,0,21,45,21,48,99,99,0,14,0,0,3,3,0,40362,370,0,2007,CAMELBACK RD,18TH ST,0,33303291,112023650,5,1
4,13,4,21,0,47,1,7,0,0,14,6,0,33,0,1,2,5,5,40,1,1,2,1,0,0,3,3,1,0,0,99,99,99,99,99,99,0,0,0,0,2,7,2,40363,370,0,2007,BROADWAY RD,1E+20,0,33241662,112004520,1,1
4,13,5,5,23,24,1,2,1,0,13,6,0,8,0,3,1,5,5,40,1,1,2,1,0,0,2,3,1,0,0,23,24,99,99,0,0,0,0,0,0,1,7,1,40364,370,0,2007,19TH AVE,HAZELWOOD ST,0,33301558,112055962,1,1
4,13,7,2,13,59,2,2,0,0,13,6,0,12,1,3,1,5,5,45,1,1,2,1,2,3,0,1,1,0,0,14,1,14,4,14,29,0,0,0,0,1,2,0,40365,420,0,2007,THOMAS RD,60TH ST,0,33284833,111570698,2,1
4,15,8,1,12,25,2,3,0,0,16,6,0,12,2,1,1,1,2,0,1,3,5,1,40,3,0,1,1,0,0,12,25,12,45,99,99,0,4,0,0,1,4,1,40366,0,0,2007,ANTARES RD,1E+20,0,35262688,113484064,2,1
4,19,8,4,16,47,2,3,0,1,11,7,0,12,5,11,1,4,3,99,1,1,2,1,3,3,0,1,1,0,0,99,99,99,99,99,99,0,0,0,0,1,7,0,40367,530,0,2007,I-10 FRONTAGE ROAD,SR-77,0,32153704,111000660,2,1
4,1,3,8,1,5,1,1,0,0,4,2,3,1,0,1,6,1,2,55,2,2,2,1,0,0,0,9,1,0,0,99,99,99,99,99,99,0,0,0,0,1,5,1,40368,0,4252,2007,US-191,1E+20,0,35514569,109354299,1,1
4,1,4,7,18,47,1,2,0,0,15,8,3,1,0,1,4,1,2,45,1,1,2,1,0,0,0,1,1,0,0,18,47,18,51,99,99,0,0,0,0,1,7,1,40369,0,0,2007,INDIAN ROUTE 112,1E+20,0,35432054,109050929,1,1
4,13,4,10,17,52,1,6,0,0,16,6,0,5,0,1,1,1,2,99,1,1,2,1,0,0,0,1,1,0,0,99,99,99,99,99,99,0,0,0,0,1,3,0,40370,200,0,2007,DESERT COVE AVE,1E+20,0,33350780,112120164,1,1
4,25,6,6,6,43,1,3,0,0,5,4,0,1,0,1,6,1,2,99,2,1,5,1,40,3,0,2,1,0,0,8,1,8,23,99,99,0,0,0,0,2,4,2,40371,0,0,2007,PERKINSVILLE RD,1E+20,0,34471304,112095564,1,1
4,5,6,10,6,0,1,6,0,0,16,8,3,35,0,3,6,1,2,35,2,1,2,1,0,0,0,4,1,0,0,99,99,99,99,99,99,0,0,0,0,1,1,6,40372,528,0,2007,ARIZONA BLVD,INDIAN ROUTE 62,0,36090085,111140746,1,1
4,13,6,15,19,15,2,3,0,0,13,6,0,12,5,2,1,9,9,40,1,1,2,1,3,3,1,1,1,0,0,99,99,99,99,99,99,0,20,0,0,1,6,0,40373,200,0,2007,CAMELBACK RD,63RD AVE,0,33303395,112114210,2,1
4,17,6,23,23,48,3,6,0,0,16,6,0,12,5,3,1,5,4,45,1,1,2,1,0,0,0,3,1,0,0,99,99,99,99,99,99,0,0,0,0,2,7,1,40374,240,0,2007,NAVAJO BLVD,HERMOSA ST,0,34552528,110084438,3,1
4,5,7,2,21,30,1,6,1,1,2,2,3,8,0,1,1,1,2,65,1,1,2,1,0,0,0,2,1,0,0,21,32,21,45,0,0,0,0,0,0,1,2,1,40375,0,4620,2007,us-89,1E+20,0,35481299,111264449,1,1
